,color,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,History,Adventure,Comedy,Documentary,Action,Mystery,Western,Fantasy,Drama,Music,Romance,Sport,Sci-Fi,War,Film-Noir,Family,Crime,Short,Biography,Animation,Horror,News,Thriller,Musical
Brave,1.0,0.5997536945812808,0.2662538699690402,0.0024347826086956524,0.036434782608695655,0.003125,0.3120055834954081,0.16188758278547413,0.00762109238195301,0.0,0.08440403241747381,0.04404756942913575,0.9600000000000009,0.007299270072992701,0.7272727272727273,0.07894736842105264,0.11174785100286533,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Star Trek Beyond,1.0,0.39532019704433496,0.3560371517027864,0.029608695652173916,0.004565217391304348,0.001559375,0.1715548832485059,0.031721683387986095,0.0020206173008694593,0.09302325581395349,0.08519470251037756,0.04404756942913575,1.0,0.0008686131386861314,0.7662337662337662,0.07894736842105264,0.08595988538681949,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
WALL·E,1.0,0.5172413793103449,0.281733746130031,0.02065217391304348,0.022695652173913044,0.0015625,0.2942867244970036,0.4254050429676658,0.004530019947314726,0.0,0.2059695592014232,0.04285709317686817,0.9200000000000017,0.005321167883211679,0.8831168831168831,0.07894736842105264,0.04584527220630373,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Rush Hour 3,1.0,0.19827586206896552,0.26006191950464397,0.018260869565217393,0.007521739130434783,0.00041875,0.18419413656322636,0.07165459689813754,0.001713032753186241,0.046511627906976744,0.04348685510970548,0.03333328315872756,0.9100000000000001,0.0019562043795620437,0.5974025974025974,0.07894736842105264,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2012,1.0,0.45073891625615764,0.4674922600619196,0.03373913043478261,0.013478260869565219,0.0015625,0.21842309436516574,0.16772391802618006,0.003264659753627823,0.0,0.2083415694801344,0.04761899818593848,0.9299999999999997,0.003416058394160584,0.5454545454545454,0.07894736842105264,0.03724928366762178,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A Christmas Carol,1.0,0.29433497536945813,0.27554179566563464,0.0,0.4347826086956522,0.028125,0.18126088564347814,0.043085434076693775,0.0744263243646552,0.0,0.04902154576003163,0.04761899818593848,0.9299999999999997,0.10218978102189781,0.6753246753246752,0.07894736842105264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Jupiter Ascending,1.0,0.4716748768472906,0.37151702786377716,0.0,0.5652173913043479,0.026562500000000003,0.06229429435494621,0.08260822993101383,0.07207528207939336,0.023255813953488372,0.1421229491994465,0.041904712175054114,0.990000000000002,0.10948905109489052,0.49350649350649356,0.07894736842105264,0.12607449856733524,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Legend of Tarzan,1.0,0.3041871921182266,0.3188854489164087,0.012260869565217393,0.004478260869565218,0.0171875,0.16311725138517538,0.02507280624041653,0.03224308315441658,0.046511627906976744,0.047044870527772294,0.04285709317686817,1.0,0.07299270072992702,0.6493506493506492,0.07894736842105264,0.0830945558739255,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",1.0,0.3485221674876847,0.44272445820433437,0.0034782608695652175,0.003565217391304348,0.0015625,0.38357331017190227,0.1695513975661618,0.0020053903430633595,0.11627906976744186,0.2889899189563155,0.04285709317686817,0.8900000000000006,0.0013868613138686133,0.6883116883116883,0.07894736842105264,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X-Men: Apocalypse,1.0,0.48645320197044334,0.4241486068111455,0.0,0.04347826086956522,0.053125000000000006,0.20379193483609528,0.08780778797449813,0.07565361716382685,0.13953488372093023,0.12275153192330501,0.04238090267596114,1.0,0.09489051094890512,0.7402597402597402,0.07894736842105264,0.15472779369627507,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Dark Knight,1.0,0.7931034482758621,0.4489164086687307,0.9565217391304348,0.4782608695652174,0.035937500000000004,0.7012648419584134,0.9919544739812008,0.08801486151081876,0.0,0.922316663372208,0.04404756942913575,0.9200000000000017,0.09489051094890512,0.961038961038961,0.07894736842105264,0.10601719197707737,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Up,1.0,0.5012315270935961,0.27554179566563464,0.0,0.011391304347826087,0.0015625,0.38524287165585097,0.3938845717051958,0.004012303381907329,0.023255813953488372,0.13896026882783158,0.041666616924600594,0.9299999999999997,0.00618978102189781,0.8701298701298702,0.04520917678812417,0.07736389684813753,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Monsters vs. Aliens,1.0,0.26847290640394084,0.2693498452012384,0.0004782608695652174,0.019956521739130435,0.0015625,0.26078959028425935,0.06778954868712046,0.00392703241819317,0.046511627906976744,0.03676615932002372,0.041666616924600594,0.9299999999999997,0.007102189781021898,0.6363636363636364,0.07894736842105264,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Iron Man,1.0,0.5972906403940886,0.368421052631579,0.1739130434782609,0.1739130434782609,0.0328125,0.4185346990535646,0.41209012646182086,0.05976885478050341,0.06976744186046512,0.2083415694801344,0.03333328315872756,0.9200000000000017,0.08759124087591241,0.8181818181818182,0.07894736842105264,0.02865329512893983,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hugo,1.0,0.8386699507389163,0.368421052631579,0.7391304347826088,0.04347826086956522,0.026562500000000003,0.09706690358271286,0.14518520096652834,0.054842933930230084,0.0,0.1338209132239573,0.040476140672333016,0.9499999999999993,0.11678832116788322,0.7662337662337662,0.04520917678812417,0.12034383954154729,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wild Wild West,1.0,0.10344827586206896,0.3065015479876161,0.00817391304347826,0.025304347826086957,0.015625,0.1495652803699949,0.07669496064231644,0.024165182038280573,0.046511627906976744,0.12789088752717928,0.040476140672333016,0.8300000000000018,0.029197080291970805,0.4155844155844155,0.04520917678812417,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Mummy: Tomb of the Dragon Emperor,1.0,0.3238916256157635,0.32507739938080493,0.015521739130434784,0.025869565217391307,0.0078125,0.13435271427326675,0.06978628313268341,0.013903735172749837,0.046511627906976744,0.098833761612967,0.034523759410995135,0.9200000000000017,0.021897810218978103,0.4675324675324676,0.07894736842105264,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Suicide Squad,1.0,0.5135467980295566,0.35913312693498456,0.01965217391304348,0.014304347826086958,0.015625,0.2118156697277023,0.07041655052584421,0.01718666727574498,0.18604651162790697,0.19173749752915595,0.041666616924600594,1.0,0.0024525547445255476,0.6883116883116883,0.07894736842105264,0.22922636103151864,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Evan Almighty,1.0,0.22783251231527094,0.27554179566563464,0.012739130434782609,0.30434782608695654,0.13593750000000002,0.13187216082414954,0.0681126716886846,0.1644755074383689,0.0,0.0506028859458391,0.041666616924600594,0.9100000000000001,0.08029197080291971,0.49350649350649356,0.07894736842105264,0.005730659025787966,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edge of Tomorrow,1.0,0.7192118226600985,0.3281733746130031,0.009478260869565217,0.022130434782608698,0.015625,0.13174042084905652,0.2554299163371818,0.019265147016277618,0.023255813953488372,0.14627396718719113,0.04238090267596114,0.9800000000000004,0.006233576642335766,0.8181818181818182,0.07894736842105264,0.22063037249283668,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Waterworld,1.0,0.11083743842364532,0.5232198142414861,0.0025217391304347826,0.0026086956521739132,0.0011109375,0.1160360267392347,0.08541573088233292,0.001528786563732432,0.0,0.06088159715358767,0.041666616924600594,0.7899999999999991,0.0004379562043795621,0.5844155844155844,0.04520917678812417,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
G.I. Joe: The Rise of Cobra,1.0,0.3066502463054187,0.3436532507739938,0.009043478260869566,0.024782608695652176,0.035937500000000004,0.19745739047302455,0.1033123658462538,0.04063009151401642,0.09302325581395349,0.10535678987942282,0.041666616924600594,0.9299999999999997,0.014598540145985403,0.5454545454545454,0.07894736842105264,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Inside Out,1.0,0.6588669950738916,0.27244582043343657,0.0,0.016695652173913045,0.0015625,0.4687068249857988,0.2042853448331981,0.004482816378115816,0.023255813953488372,0.15259932793042102,0.041666616924600594,0.990000000000002,0.005598540145985402,0.8701298701298702,0.04520917678812417,0.33810888252148996,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
The Jungle Book,1.0,0.4544334975369458,0.3065015479876161,0.1739130434782609,0.025695652173913047,0.029687500000000002,0.4768471638709709,0.0627704897562315,0.05012866779346155,0.0,0.0784740067206958,0.041666616924600594,1.0,0.09489051094890512,0.8051948051948051,0.04520917678812417,0.1862464183381089,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iron Man 2,1.0,0.5566502463054187,0.36222910216718274,0.1739130434782609,0.1739130434782609,0.0328125,0.41032864994296525,0.3091363916392811,0.07406087737730879,0.09302325581395349,0.14271595176912433,0.04761899818593848,0.9400000000000013,0.1386861313868613,0.7012987012987012,0.07894736842105264,0.05157593123209169,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Snow White and the Huntsman,1.0,0.5110837438423645,0.38699690402476783,0.01191304347826087,0.4782608695652174,0.040625,0.20395857132876002,0.13525538257230765,0.11097559118663683,0.0,0.14014627396718718,0.040476140672333016,0.9600000000000009,0.12408759124087591,0.5844155844155844,0.07894736842105264,0.1518624641833811,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maleficent,1.0,0.4926108374384236,0.2786377708978328,0.007434782608695653,0.036782608695652176,0.0171875,0.3174297980428641,0.1492828267226273,0.023626147731944637,0.046511627906976744,0.1251235422020162,0.04285709317686817,0.9800000000000004,0.014598540145985403,0.7012987012987012,0.07894736842105264,0.25501432664756446,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dawn of the Planet of the Apes,1.0,0.6403940886699507,0.3808049535603716,0.008608695652173913,0.03843478260869566,0.015625,0.2742170599290129,0.18791851382356892,0.021870479496901317,0.0,0.12235619687685315,0.040476140672333016,0.9800000000000004,0.014598540145985403,0.7792207792207791,0.04520917678812417,0.12893982808022925,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Lovers,1.0,0.011083743842364532,0.3157894736842105,0.025913043478260872,0.012304347826086958,0.0009718750000000001,0.03293045731801466,0.0012623101874290948,0.003017983037169004,0.06976744186046512,0.002767345325163076,0.004714234054215005,0.990000000000002,0.003832116788321168,0.37662337662337664,0.07894736842105264,0.0019398280802292265,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47 Ronin,1.0,0.2672413793103448,0.3746130030959752,0.002043478260869565,0.042695652173913044,0.028125,0.05035747102929283,0.0692341333882524,0.03192331704048848,0.046511627906976744,0.06384661000197668,0.041666616924600594,0.9699999999999989,0.007299270072992701,0.6103896103896104,0.07894736842105264,0.1002865329512894,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Captain America: The Winter Soldier,1.0,0.708128078817734,0.39938080495356043,0.00408695652173913,0.08695652173913045,0.029687500000000002,0.34154484459902495,0.2939732825805337,0.05510331490871439,0.023255813953488372,0.14647163471041708,0.040476140672333016,0.9800000000000004,0.08029197080291971,0.8051948051948051,0.07894736842105264,0.15759312320916907,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shrek Forever After,1.0,0.27709359605911327,0.2662538699690402,0.0013478260869565217,0.009260869565217392,0.00625,0.31343858396009233,0.08205667198695198,0.0070470360726630436,0.046511627906976744,0.03399881399486065,0.03928566442006544,0.9400000000000013,0.0016423357664233577,0.6233766233766234,0.07894736842105264,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Tomorrowland,1.0,0.5443349753694581,0.3808049535603716,0.02882608695652174,0.026260869565217393,0.003125,0.12283629806133534,0.07592857916424768,0.00768352290895802,0.046511627906976744,0.09804309152006326,0.04523804568140333,0.990000000000002,0.004656934306569343,0.6363636363636364,0.06882591093117411,0.10601719197707737,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Big Hero 6,1.0,0.4716748768472906,0.2941176470588236,0.0016521739130434783,0.024434782608695655,0.00118125,0.29255211813439636,0.16516438142954112,0.004511747597947406,0.0,0.08539237003360349,0.03928566442006544,0.9800000000000004,0.005248175182481752,0.8181818181818182,0.08164642375168692,0.1174785100286533,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Wreck-It Ralph,1.0,0.4630541871921182,0.2910216718266254,0.0028695652173913047,0.036217391304347826,0.0015234375,0.24906127427568148,0.16128276280818743,0.0067775189194950744,0.023255813953488372,0.0679976279897213,0.03928566442006544,0.9600000000000009,0.006795620437956205,0.8051948051948051,0.07894736842105264,0.11461318051575932,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
The Polar Express,1.0,0.23029556650246305,0.28792569659442724,0.0,0.011608695652173914,0.0234375,0.000874765321445296,0.07148534199255634,0.02476512417584091,0.0,0.08756671278908876,0.03928566442006544,0.879999999999999,0.005299270072992701,0.6493506493506492,0.07894736842105264,0.02865329512893983,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Independence Day: Resurgence,1.0,0.35098522167487683,0.34984520123839014,0.03373913043478261,0.023260869565217394,0.0013906250000000002,0.13453598706497508,0.03440253906030386,0.004922875458712104,0.0,0.10258944455425974,0.03928566442006544,1.0,0.005927007299270073,0.5064935064935064,0.07894736842105264,0.19197707736389685,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
How to Train Your Dragon,1.0,0.35344827586206895,0.281733746130031,0.011086956521739131,0.033,0.028125,0.28584642993168424,0.28727469420195423,0.03114369680081617,0.0,0.09705475390393359,0.03928566442006544,0.9400000000000013,0.006956204379562044,0.8571428571428571,0.07894736842105264,0.09455587392550144,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Terminator 3: Rise of the Machines,1.0,0.3435960591133005,0.3157894736842105,0.0036521739130434784,0.008304347826086958,0.0010125,0.19769744390536675,0.18069736571901673,0.002693648835899076,0.0,0.33109310140343945,0.04761899818593848,0.870000000000001,0.0020729927007299273,0.6233766233766234,0.07894736842105264,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guardians of the Galaxy,1.0,0.8029556650246306,0.3529411764705882,0.02482608695652174,0.13043478260869565,0.021875000000000002,0.43803819033910313,0.4036966218259527,0.04939320573142692,0.06976744186046512,0.21664360545562364,0.040476140672333016,0.9800000000000004,0.10218978102189781,0.844155844155844,0.07894736842105264,0.27507163323782235,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interstellar,1.0,0.875615763546798,0.5015479876160991,0.9565217391304348,0.2608695652173913,0.0171875,0.2471924677328349,0.54932212226714,0.04794664473984743,0.023255813953488372,0.5384463332674442,0.03928566442006544,0.9800000000000004,0.08029197080291971,0.9090909090909091,0.07894736842105264,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inception,1.0,0.7894088669950738,0.4365325077399381,0.9565217391304348,1.0,0.045312500000000006,0.38470282967049746,0.8688783430063104,0.1235134682441795,0.0,0.553864400079067,0.03809518816779787,0.9400000000000013,0.19708029197080293,0.935064935064935,0.07894736842105264,0.501432664756447,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Godzilla Resurgence,1.0,0.0,0.34984520123839014,0.0012173913043478262,0.0005217391304347827,0.0008500000000000001,0.03293045731801466,0.00021837433622191093,0.0010643643506463845,0.0,0.002372010278711208,0.004714234054215005,1.0,0.0007737226277372263,0.8571428571428571,0.07894736842105264,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
The Hobbit: An Unexpected Journey,1.0,0.7931034482758621,0.541795665634675,0.0,0.03360869565217391,0.0078125,0.3984205154232345,0.3771194590471185,0.013935711784142647,0.0,0.2700138367266258,0.04285709317686817,0.9600000000000009,0.007094890510948905,0.8181818181818182,0.07894736842105264,0.4756446991404012,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Fast and the Furious,1.0,0.229064039408867,0.3065015479876161,0.015521739130434784,0.1739130434782609,0.035937500000000004,0.1900211278499516,0.1610987128933771,0.06901923164770911,0.046511627906976744,0.19509784542399683,0.009047567612468986,0.8500000000000014,0.10218978102189781,0.6623376623376623,0.07894736842105264,0.04011461318051576,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
The Curious Case of Benjamin Button,1.0,0.4445812807881773,0.49226006191950467,0.9130434782608696,0.03995652173913044,0.0171875,0.1676392991066201,0.27183817337265254,0.020302102842873024,0.046511627906976744,0.1622850365684918,0.03571423566326271,0.9200000000000017,0.007299270072992701,0.8051948051948051,0.07894736842105264,0.06590257879656161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X-Men: First Class,1.0,0.6145320197044335,0.38699690402476783,0.03934782608695653,0.04347826086956522,0.053125000000000006,0.19251034132637682,0.30686742902390224,0.07763159898283922,0.06976744186046512,0.13777426368847598,0.03809518816779787,0.9499999999999993,0.09489051094890512,0.8051948051948051,0.07894736842105264,0.15472779369627507,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Hunger Games: Mockingjay - Part 2,1.0,0.4778325123152709,0.4024767801857585,0.022086956521739132,0.6086956521739131,0.053125000000000006,0.37036658838388564,0.09831697893013146,0.1239245961049442,0.023255813953488372,0.07550899387230678,0.03809518816779787,0.990000000000002,0.16058394160583941,0.6493506493506492,0.07894736842105264,0.10888252148997135,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Sorcerer's Apprentice,1.0,0.2881773399014778,0.3157894736842105,0.00982608695652174,0.01608695652173913,0.01875,0.08302850490854648,0.07348976984291843,0.020385851110806572,0.0,0.04684720300454635,0.03571423566326271,0.9400000000000013,0.003051094890510949,0.5844155844155844,0.07894736842105264,0.03151862464183381,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Poseidon,1.0,0.2832512315270936,0.281733746130031,0.01082608695652174,0.030521739130434784,0.13593750000000002,0.07975659116867745,0.04874955540997266,0.14078236109207742,0.0,0.12413520458588655,0.03809518816779787,0.8999999999999986,0.014598540145985403,0.5194805194805194,0.07894736842105264,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Alice Through the Looking Glass,1.0,0.2672413793103448,0.3281733746130031,0.0014347826086956524,0.4782608695652174,0.0625,0.10104653195327527,0.012633162480566755,0.12304295524797101,0.023255813953488372,0.02569677801937142,0.040476140672333016,1.0,0.18248175182481752,0.6233766233766234,0.04520917678812417,0.08595988538681949,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shrek the Third,1.0,0.27832512315270935,0.2662538699690402,0.002173913043478261,0.030086956521739133,0.0046875,0.421701651053404,0.12544155705044327,0.0071642836477700126,0.046511627906976744,0.06424194504842855,0.03809518816779787,0.9100000000000001,0.005802919708029197,0.5844155844155844,0.04520917678812417,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Warcraft,1.0,0.3374384236453202,0.35913312693498456,0.0,0.028173913043478264,0.0046875,0.061773151636598224,0.0660472884002985,0.008382440272258006,0.0,0.1541806681162285,0.03809518816779787,1.0,0.005226277372262774,0.7402597402597402,0.07894736842105264,0.25501432664756446,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Terminator Genisys,1.0,0.5825123152709359,0.368421052631579,0.01,0.08695652173913045,0.0375,0.11798974651977782,0.11152596316989583,0.05919175307965222,0.046511627906976744,0.17118007511365882,0.03690471191553029,0.990000000000002,0.07299270072992702,0.6493506493506492,0.07894736842105264,0.2349570200573066,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
